,Economic activity ,,,,,Ecosystem services dependencies and their materiality ratings ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISIC Unique code,ISIC Section,ISIC Division,ISIC Group,ISIC Class,ISIC level used for analysis ,Other provisioning services - Animal-based energy,Biomass provisioning,Solid waste remediation,Soil and sediment retention,Water purification,Soil quality regulation,Other regulating and maintenance service - Dilution by atmosphere and ecosystems,Biological control,Air Filtration,Flood mitigation services,Genetic material,Global climate regulation,Water supply,Nursery population and habitat maintenance,Noise attenuation ,Other regulating and maintenance service - Mediation of sensory impacts (other than noise),Local (micro and meso) climate regulation,Pollination,Storm mitigation,Water flow regulation,Rainfall pattern regulation,Recreation related services,Visual amenity services,"Education, scientific and research services","Spiritual, artistic and symbolic services"
A_1_14_141,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Animal production,Raising of cattle and buffaloes,Class,N/A,VH,M,VH,H,H,L,M,M,M,M,M,H,VL,VL,VL,M,N/A,H,H,VH,ND,ND,VH,VH
A_1_14_142,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Animal production,Raising of horses and other equines,Class,N/A,H,M,VH,H,H,L,M,M,M,M,M,H,VL,VL,VL,M,N/A,H,H,VH,ND,ND,ND,VH
A_1_14_143,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Animal production,Raising of camels and camelids,Class,N/A,H,L,M,H,H,L,M,M,M,M,M,H,VL,VL,VL,M,N/A,H,H,VH,N/A,N/A,N/A,ND
A_1_14_144,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Animal production,Raising of sheep and goats,Class,N/A,H,L,VH,H,H,L,M,M,M,M,M,H,VL,VL,VL,M,N/A,H,H,VH,N/A,N/A,N/A,VH
A_1_14_149,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Animal production,Raising of other animals,Class,N/A,H,M,M,H,H,L,M,M,M,M,M,H,VL,VL,VL,M,N/A,H,H,VH,N/A,N/A,N/A,VH
A_1_14_145,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Animal production,Raising of swine/pigs,Class,N/A,H,M,M,H,H,L,M,M,M,M,M,H,VL,VL,VL,M,N/A,H,H,VH,N/A,N/A,N/A,VH
A_1_14_146,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Animal production,Raising of poultry,Class,N/A,H,M,M,H,L,L,M,M,M,M,M,M,VL,VL,VL,M,N/A,H,H,VH,N/A,N/A,N/A,VH
A_1_11_111,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Growing of non-perennial crops,"Growing of cereals (except rice), leguminous crops and oil seeds",Class,M,VH,M,VH,VH,VH,M,H,M,H,VH,VH,H,VL,N/A,N/A,VH,H,H,H,VH,N/A,N/A,N/A,N/A
A_1_11_112,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Growing of non-perennial crops,Growing of rice ,Class,M,VH,M,VH,VH,VH,M,H,M,H,VH,VH,H,VL,N/A,N/A,VH,VL,VH,H,VH,N/A,N/A,N/A,N/A
A_1_11_113,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Growing of non-perennial crops,"Growing of vegetables and melons, roots and tubers",Class,M,VH,M,VH,VH,VH,M,H,M,H,VH,VH,VH,VL,N/A,N/A,VH,H,H,VH,VH,N/A,N/A,N/A,N/A
A_1_11_114,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Growing of non-perennial crops,Growing of sugar cane,Class,M,VH,M,VH,VH,VH,M,H,M,M,VH,VH,H,VL,N/A,N/A,VH,N/A,M,H,VH,N/A,N/A,N/A,N/A
A_1_11_115,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Growing of non-perennial crops,Growing of tobacco,Class,M,VH,M,VH,VH,VH,M,H,M,H,VH,VH,VH,VL,N/A,N/A,VH,M,H,VH,VH,N/A,N/A,N/A,N/A
A_1_11_116,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Growing of non-perennial crops,Growing of fibre crops,Class,M,VH,M,VH,VH,VH,M,H,M,M,VH,VH,H,VL,N/A,N/A,VH,VH,M,H,VH,N/A,N/A,N/A,N/A
A_1_11_119,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Growing of non-perennial crops,Growing of other non-perennial crops ,Class,M,VH,M,VH,VH,VH,M,H,M,M,VH,VH,H,VL,N/A,N/A,VH,M,M,H,VH,N/A,N/A,N/A,N/A
A_1_16_163,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Support activities to agriculture and post-harvest crop activities,Post-harvest crop activities,Class,M,M,VL,M,VH,ND,VL,M,VL,M,ND,M,H,N/A,N/A,N/A,VL,ND,M,H,M,N/A,N/A,VH,VH
A_1_16_164,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Support activities to agriculture and post-harvest crop activities,Seed processing for propagation,Class,M,VH,VL,M,VH,ND,VL,M,VL,L,VH,M,H,N/A,N/A,N/A,VL,L,VL,M,M,N/A,N/A,VH,VH
A_1_16_161,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Support activities to agriculture and post-harvest crop activities,Support activities for crop production,Class,M,M,VL,M,VH,L,VL,L,VL,L,M,L,H,N/A,N/A,N/A,M,VL,L,M,VH,N/A,N/A,VH,VH
A_1_16_162,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Support activities to agriculture and post-harvest crop activities,Support activities for animal production,Class,N/A,M,VL,M,H,L,VL,L,VL,VL,M,L,H,VL,VL,VL,M,N/A,L,M,M,ND,ND,VH,ND
C_20_201_2011,Manufacturing,Manufacture of chemicals and chemical products,"Manufacture of basic chemicals, fertilizers and nitrogen compounds, plastics and synthetic rubber in primary forms",Manufacture of basic chemicals,Class,N/A,N/A,L,M,M,N/A,L,N/A,VL,M,N/A,VL,M,N/A,VL,VL,L,N/A,M,M,VL,N/A,N/A,N/A,N/A
C_20_201_2013,Manufacturing,Manufacture of chemicals and chemical products,"Manufacture of basic chemicals, fertilizers and nitrogen compounds, plastics and synthetic rubber in primary forms",Manufacture of plastics and synthetic rubber in primary forms,Class,N/A,N/A,L,M,M,N/A,L,N/A,VL,M,N/A,VL,M,N/A,VL,VL,L,N/A,M,M,M,N/A,N/A,N/A,N/A
C_20_201_2012,Manufacturing,Manufacture of chemicals and chemical products,"Manufacture of basic chemicals, fertilizers and nitrogen compounds, plastics and synthetic rubber in primary forms",Manufacture of fertilizers and nitrogen compounds,Class,N/A,N/A,M,M,M,N/A,L,N/A,VL,M,N/A,VL,H,N/A,VL,VL,L,N/A,M,H,M,N/A,N/A,N/A,N/A
C_11_110_1101,Manufacturing,Manufacture of beverages,Manufacture of beverages,"Distilling, rectifying and blending of spirits",Class,N/A,N/A,M,L,H,N/A,L,ND,N/A,M,VH,VL,H,N/A,N/A,N/A,L,N/A,M,H,N/A,N/A,N/A,ND,ND
C_11_110_1103,Manufacturing,Manufacture of beverages,Manufacture of beverages,Manufacture of malt liquors and malt,Class,N/A,N/A,M,L,H,N/A,L,ND,N/A,M,VH,VL,H,N/A,N/A,N/A,L,N/A,M,H,N/A,N/A,N/A,ND,ND
C_11_110_1102,Manufacturing,Manufacture of beverages,Manufacture of beverages,Manufacture of wines,Class,N/A,N/A,M,L,H,N/A,L,ND,N/A,M,VH,VL,H,N/A,N/A,N/A,L,N/A,M,H,N/A,N/A,N/A,N/A,N/A
C_11_110_1104,Manufacturing,Manufacture of beverages,Manufacture of beverages,Manufacture of soft drinks; production of mineral waters and other bottled waters,Class,N/A,N/A,M,L,H,N/A,L,VL,VL,M,ND,VL,H,N/A,N/A,N/A,L,N/A,M,H,M,ND,ND,ND,ND
C_10_104_1040,Manufacturing,Manufacture of food products,Manufacture of vegetable and animal oils and fats,Manufacture of vegetable and animal oils and fats,Class,N/A,N/A,M,L,VH,N/A,L,VL,VL,M,N/A,VL,H,N/A,N/A,VL,L,N/A,M,H,N/A,N/A,N/A,N/A,N/A
C_10_102_1020,Manufacturing,Manufacture of food products,"Processing and preserving of fish, crustaceans and molluscs","Processing and preserving of fish, crustaceans and molluscs",Class,N/A,N/A,M,L,VH,N/A,L,VL,N/A,M,N/A,VL,H,N/A,N/A,N/A,ND,N/A,M,H,N/A,N/A,N/A,N/A,N/A
C_10_103_1030,Manufacturing,Manufacture of food products,Processing and preserving of fruit and vegetables,Processing and preserving of fruit and vegetables,Class,N/A,N/A,M,L,VH,N/A,L,VL,VL,M,N/A,VL,H,N/A,N/A,N/A,ND,N/A,M,H,N/A,N/A,N/A,N/A,N/A
C_10_101_1010,Manufacturing,Manufacture of food products,Processing and preserving of meat,Processing and preserving of meat,Class,N/A,N/A,M,L,VH,N/A,L,VL,VL,M,N/A,VL,H,N/A,N/A,N/A,ND,N/A,M,H,N/A,N/A,N/A,N/A,N/A
D_35_351,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply","Electric power generation, transmission and distribution",Fossil fuels energy production ,Class,N/A,N/A,M,M,M,N/A,N/A,N/A,VL,M,N/A,M,H,N/A,VL,N/A,L,N/A,L,H,N/A,N/A,N/A,N/A,N/A
D_35_351,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply","Electric power generation, transmission and distribution",Nuclear power production,Class,N/A,N/A,L,H,M,N/A,VL,N/A,VL,M,N/A,VL,H,N/A,VL,N/A,L,N/A,L,H,N/A,N/A,N/A,N/A,N/A
D_35_351,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply","Electric power generation, transmission and distribution",Hydropower energy production,Class,N/A,N/A,L,VH,L,N/A,N/A,N/A,N/A,VH,N/A,M,VH,N/A,N/A,N/A,L,N/A,M,VH,N/A,N/A,N/A,N/A,N/A
D_35_351,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply","Electric power generation, transmission and distribution",Geothermal energy production,Class,N/A,N/A,L,H,M,N/A,N/A,N/A,VL,M,N/A,VL,M,N/A,VL,N/A,L,N/A,VL,M,N/A,N/A,N/A,N/A,N/A
D_35_351,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply","Electric power generation, transmission and distribution",Solar energy production,Class,N/A,N/A,N/A,M,N/A,N/A,N/A,N/A,N/A,M,N/A,VH,M,N/A,VL,N/A,M,N/A,M,M,N/A,N/A,N/A,N/A,N/A
D_35_351,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply","Electric power generation, transmission and distribution",Wind energy production,Class,N/A,N/A,N/A,M,N/A,N/A,N/A,N/A,N/A,H,N/A,VH,VL,N/A,M,N/A,M,N/A,M,M,N/A,N/A,N/A,N/A,N/A
D_35_351,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply","Electric power generation, transmission and distribution",Biomass energy production,Class,N/A,H,L,L,M,N/A,N/A,N/A,VL,VL,N/A,VL,L,N/A,N/A,N/A,L,N/A,VL,L,M,N/A,N/A,N/A,N/A
D_35_351,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply","Electric power generation, transmission and distribution",Ocean energy production,Class,N/A,N/A,L,M,N/A,N/A,N/A,N/A,VL,H,N/A,M,M,N/A,N/A,N/A,M,N/A,VL,H,VL,N/A,N/A,N/A,N/A
H_52_522_5223,Transportation and storage,Warehousing and support activities for transportation,Support activities for transportation,Service activities incidental to air transportation,Class,N/A,N/A,ND,L,ND,N/A,N/A,VL,VL,VL,N/A,VL,VL,N/A,VL,N/A,L,N/A,L,VL,VL,ND,ND,ND,ND
H_52_522_5224,Transportation and storage,Warehousing and support activities for transportation,Support activities for transportation,Cargo handling,Class,N/A,N/A,ND,L,ND,N/A,N/A,VL,VL,VL,N/A,VL,VL,N/A,VL,N/A,L,N/A,L,VL,VL,ND,ND,ND,ND
H_52_522_5229,Transportation and storage,Warehousing and support activities for transportation,Support activities for transportation,Other transportation support activities,Class,N/A,N/A,ND,L,ND,N/A,N/A,VL,VL,VL,N/A,VL,VL,N/A,VL,N/A,L,N/A,L,VL,VL,ND,ND,ND,ND
H_52_522_5221,Transportation and storage,Warehousing and support activities for transportation,Support activities for transportation,Service activities incidental to land transportation,Class,ND,N/A,ND,L,ND,N/A,N/A,VL,VL,VL,N/A,VL,VL,N/A,VL,N/A,L,N/A,L,VL,VL,ND,ND,ND,ND
H_52_522_5222,Transportation and storage,Warehousing and support activities for transportation,Support activities for transportation,Service activities incidental to water transportation,Class,ND,N/A,ND,L,ND,N/A,N/A,VL,VL,H,N/A,VL,L,N/A,VL,N/A,L,N/A,M,M,VL,N/A,ND,ND,ND
N_79_791_7911,Administrative and support service activities,"Travel agency, tour operator, reservation service and related activities",Travel agency and tour operator activities,Travel agency activities,Class,VL,N/A,ND,VL,M,N/A,ND,M,N/A,VL,N/A,M,VL,N/A,VL,N/A,L,N/A,VL,VL,M,VH,VH,VH,VH
N_79_791_7912,Administrative and support service activities,"Travel agency, tour operator, reservation service and related activities",Travel agency and tour operator activities,Tour operator activities,Class,M,N/A,ND,M,M,N/A,ND,M,H,VL,N/A,M,VL,N/A,VL,VL,L,N/A,L,VL,M,VH,VH,VH,VH
A_3_32,"Agriculture, forestry and fishing",Fishing and aquaculture,Aquaculture,,Group,N/A,VH,VH,VH,VH,M,M,H,M,H,M,M,H,VL,ND,N/A,H,N/A,H,H,VH,N/A,N/A,N/A,ND
A_3_31,"Agriculture, forestry and fishing",Fishing and aquaculture,Fishing,,Group,N/A,VH,VH,VH,VH,M,M,H,L,M,H,VH,H,VH,ND,N/A,M,N/A,H,H,VH,ND,ND,VH,VH
A_2_23,"Agriculture, forestry and fishing",Forestry and logging,Gathering of non-wood forest products,,Group,M,VH,H,VH,VH,H,ND,M,L,M,L,VH,H,H,N/A,N/A,H,M,VL,H,VH,N/A,N/A,N/A,VH
A_1_12,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Growing of perennial crops,,Group,M,VH,M,VH,VH,VH,M,H,M,H,VH,VH,H,VL,N/A,N/A,VH,VH,H,H,VH,N/A,N/A,N/A,N/A
A_1_17,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities","Hunting, trapping and related service activities",,Group,M,VH,L,VL,N/A,N/A,M,M,L,L,N/A,ND,H,VH,N/A,N/A,ND,N/A,VL,M,L,VH,N/A,N/A,ND
A_2_22,"Agriculture, forestry and fishing",Forestry and logging,Logging,,Group,M,VH,M,VH,N/A,H,ND,H,H,M,ND,ND,M,N/A,VL,VL,N/A,N/A,L,M,N/A,N/A,N/A,N/A,N/A
A_1_15,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Mixed farming,,Group,M,VH,M,VH,VH,VH,M,H,M,H,VH,VH,H,VL,N/A,N/A,VH,M,M,H,VH,N/A,N/A,VH,VH
A_1_13,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Plant propagation,,Group,M,VH,M,VH,VH,H,M,H,M,H,VH,H,VH,H,N/A,N/A,VH,H,H,VH,M,N/A,N/A,VH,VH
A_2_21,"Agriculture, forestry and fishing",Forestry and logging,Silviculture and other forestry activities,,Group,L,VH,M,VH,VH,VH,ND,H,M,H,VH,VH,H,H,N/A,N/A,VH,M,M,H,VH,N/A,N/A,N/A,ND
A_2_24,"Agriculture, forestry and fishing",Forestry and logging,Support services to forestry,,Group,L,M,VL,M,VH,N/A,N/A,L,ND,VL,M,VL,H,ND,N/A,N/A,M,N/A,VL,M,VH,N/A,N/A,N/A,N/A
B_6_61,Mining and quarrying,Extraction of crude petroleum and natural gas,Extraction of crude petroleum,,Group,N/A,N/A,L,L,VL,N/A,M,N/A,VL,H,N/A,H,M,N/A,VL,L,L,N/A,L,M,ND,N/A,N/A,N/A,N/A
B_6_62,Mining and quarrying,Extraction of crude petroleum and natural gas,Extraction of natural gas,,Group,N/A,N/A,L,L,VL,N/A,M,N/A,VL,H,N/A,H,L,N/A,VL,L,L,N/A,L,M,ND,N/A,N/A,N/A,N/A
B_8_89,Mining and quarrying,Other mining and quarrying,Mining and quarrying n.e.c.,,Group,N/A,L,L,M,VH,N/A,M,N/A,VL,H,N/A,H,H,N/A,VL,L,L,N/A,M,H,VH,N/A,N/A,N/A,N/A
B_5_51,Mining and quarrying,Mining of coal and lignite,Mining of hard coal,,Group,N/A,L,L,M,VH,N/A,M,N/A,VL,H,N/A,H,H,N/A,VL,L,L,N/A,M,H,VH,N/A,N/A,N/A,N/A
B_7_71,Mining and quarrying,Mining of metal ores,Mining of iron ores,,Group,N/A,VL,L,M,VH,N/A,M,N/A,VL,H,N/A,H,H,N/A,VL,L,L,N/A,M,H,VH,N/A,N/A,N/A,N/A
B_5_52,Mining and quarrying,Mining of coal and lignite,Mining of lignite,,Group,N/A,L,L,M,VH,N/A,M,N/A,VL,H,N/A,H,H,N/A,VL,L,L,N/A,M,H,VH,N/A,N/A,N/A,N/A
B_7_72,Mining and quarrying,Mining of metal ores,Mining of non-ferrous metal ores,,Group,N/A,VL,L,M,VH,N/A,M,N/A,VL,H,N/A,H,H,N/A,VL,L,L,N/A,M,H,VH,N/A,N/A,N/A,N/A
B_8_81,Mining and quarrying,Other mining and quarrying,"Quarrying of stone, sand and clay",,Group,L,L,ND,H,VH,N/A,M,N/A,VL,H,N/A,H,H,N/A,VL,L,L,N/A,M,H,VH,N/A,N/A,N/A,N/A
B_9_99,Mining and quarrying,Mining support service activities,Support activities for other mining and quarrying,,Group,N/A,N/A,ND,M,M,N/A,VL,N/A,VL,L,N/A,L,M,N/A,VL,L,VL,N/A,M,M,H,N/A,N/A,N/A,N/A
B_9_91,Mining and quarrying,Mining support service activities,Support activities for petroleum and natural gas extraction,,Group,N/A,N/A,L,M,VL,N/A,VL,VL,VL,L,VL,L,M,N/A,VL,VL,VL,N/A,VL,M,H,N/A,N/A,N/A,N/A
C_30_301,Manufacturing,Manufacture of other transport equipment,Building of ships and boats,,Group,N/A,N/A,ND,M,N/A,N/A,L,N/A,VL,M,N/A,VL,L,N/A,VL,N/A,L,N/A,M,M,N/A,N/A,N/A,N/A,N/A
C_24_243,Manufacturing,Manufacture of basic metals,Casting of metals,,Group,N/A,N/A,ND,M,M,N/A,ND,N/A,M,M,N/A,ND,M,N/A,N/A,N/A,L,N/A,M,M,M,N/A,N/A,N/A,N/A
C_33_332,Manufacturing,Repair and installation of machinery and equipment,Installation of industrial machinery and equipment,,Group,N/A,N/A,ND,M,N/A,N/A,ND,N/A,VL,M,N/A,VL,M,N/A,VL,VL,L,N/A,M,M,VL,N/A,N/A,N/A,N/A
C_30_303,Manufacturing,Manufacture of other transport equipment,Manufacture of air and spacecraft and related machinery,,Group,N/A,N/A,M,M,M,N/A,L,N/A,VL,M,N/A,VL,L,N/A,VL,VL,L,N/A,M,M,VL,N/A,N/A,VH,N/A
C_14_142,Manufacturing,Manufacture of wearing apparel,Manufacture of articles of fur,,Group,N/A,N/A,M,L,M,N/A,L,N/A,VL,M,N/A,VL,M,N/A,VL,VL,L,N/A,M,M,VL,ND,ND,ND,ND
C_24_241,Manufacturing,Manufacture of basic metals,Manufacture of basic iron and steel,,Group,N/A,N/A,L,L,M,N/A,ND,N/A,VL,M,N/A,VL,H,N/A,VL,VL,L,N/A,M,H,M,N/A,N/A,N/A,N/A
C_24_242,Manufacturing,Manufacture of basic metals,Manufacture of basic precious and other non-ferrous metals,,Group,N/A,N/A,L,L,M,N/A,ND,N/A,M,M,N/A,VL,M,N/A,N/A,N/A,L,N/A,M,M,M,N/A,N/A,N/A,N/A
C_27_272,Manufacturing,Manufacture of electrical equipment,Manufacture of batteries and accumulators,,Group,N/A,N/A,L,L,M,N/A,L,N/A,VL,M,N/A,VL,M,N/A,VL,VL,L,N/A,M,M,M,N/A,N/A,N/A,N/A
C_29_292,Manufacturing,"Manufacture of motor vehicles, trailers and semi-trailers",Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,,Group,N/A,N/A,L,L,M,N/A,L,N/A,VL,M,N/A,VL,L,N/A,VL,VL,L,N/A,M,M,VL,N/A,N/A,N/A,N/A
C_19_191,Manufacturing,Manufacture of coke and refined petroleum products,Manufacture of coke oven products ,,Group,N/A,N/A,L,L,N/A,N/A,L,N/A,VL,M,N/A,VL,M,N/A,VL,N/A,L,N/A,M,M,N/A,N/A,N/A,N/A,N/A
C_26_263,Manufacturing,"Manufacture of computer, electronic and optical products",Manufacture of communication equipment,,Group,N/A,N/A,L,L,M,N/A,L,N/A,VL,M,N/A,VL,M,N/A,VL,VL,L,N/A,M,M,VL,N/A,N/A,N/A,N/A
C_26_262,Manufacturing,"Manufacture of computer, electronic and optical products",Manufacture of computers and peripheral equipment,,Group,N/A,N/A,L,L,M,N/A,L,N/A,VL,M,N/A,VL,L,N/A,VL,VL,L,N/A,M,M,VL,N/A,N/A,N/A,N/A
C_26_264,Manufacturing,"Manufacture of computer, electronic and optical products",Manufacture of consumer electronics,,Group,N/A,N/A,L,L,M,N/A,L,N/A,VL,M,N/A,VL,M,N/A,VL,VL,L,N/A,M,M,VL,N/A,N/A,N/A,N/A
C_10_105,Manufacturing,Manufacture of food products,Manufacture of dairy products,,Group,N/A,N/A,M,L,VH,N/A,L,VL,VL,M,N/A,VL,H,N/A,N/A,VL,L,N/A,M,H,N/A,N/A,N/A,N/A,N/A
C_27_275,Manufacturing,Manufacture of electrical equipment,Manufacture of domestic appliances,,Group,N/A,N/A,M,L,M,N/A,L,N/A,VL,M,N/A,VL,M,N/A,VL,VL,L,N/A,M,M,M,N/A,N/A,N/A,N/A
C_27_274,Manufacturing,Manufacture of electrical equipment,Manufacture of electric lighting equipment,,Group,N/A,N/A,M,L,M,N/A,L,N/A,VL,M,N/A,VL,M,N/A,VL,VL,L,N/A,M,M,M,N/A,N/A,N/A,N/A
C_27_271,Manufacturing,Manufacture of electrical equipment,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",,Group,N/A,N/A,L,L,M,N/A,L,N/A,VL,M,N/A,VL,M,N/A,VL,VL,L,N/A,M,M,M,N/A,N/A,N/A,N/A
C_26_261,Manufacturing,"Manufacture of computer, electronic and optical products",Manufacture of electronic components and boards,,Group,N/A,N/A,L,L,M,N/A,L,N/A,VL,M,N/A,VL,M,N/A,VL,VL,L,N/A,M,M,VL,N/A,N/A,N/A,N/A
C_15_152,Manufacturing,Manufacture of leather and related products,Manufacture of footwear,,Group,N/A,N/A,L,L,M,N/A,L,N/A,M,M,N/A,VL,M,N/A,VL,N/A,L,N/A,M,M,N/A,N/A,N/A,N/A,N/A
C_31_310,Manufacturing,Manufacture of furniture,Manufacture of furniture,,Group,N/A,N/A,M,L,M,N/A,L,N/A,VL,M,N/A,VL,M,N/A,VL,VL,L,N/A,M,M,VL,N/A,N/A,N/A,N/A
C_32_324,Manufacturing,Other manufacturing,Manufacture of games and toys,,Group,N/A,N/A,L,L,M,N/A,L,N/A,VL,M,N/A,VL,M,N/A,VL,VL,L,N/A,M,M,VL,N/A,N/A,N/A,VH
C_28_281,Manufacturing,Manufacture of machinery and equipment n.e.c.,Manufacture of general-purpose machinery,,Group,N/A,N/A,L,L,M,N/A,L,N/A,VL,M,N/A,VL,M,N/A,VL,VL,L,N/A,M,M,VL,N/A,N/A,N/A,N/A
C_23_231,Manufacturing,Manufacture of other non-metallic mineral products,Manufacture of glass and glass products,,Group,N/A,N/A,M,L,M,N/A,ND,N/A,VL,M,N/A,VL,M,N/A,VL,VL,L,N/A,M,M,M,N/A,N/A,N/A,VH
