,,Economic activity ,,,,,Pressures,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
#,ISIC Unique code,ISIC Section,ISIC Division,ISIC Group,ISIC Class,ISIC level used for analysis,"Disturbances (e.g noise, light)",Area of freshwater use,Emissions of GHG,Area of seabed use,Emissions of non-GHG air pollutants,"Other biotic resource extraction (e.g. fish, timber)",Other abiotic resource extraction,Emissions of toxic soil and water pollutants,Emissions of nutrient soil and water pollutants,Generation and release of solid waste,Area of land use,Volume of water use,Introduction of invasive species
,A_3_32,"Agriculture, forestry and fishing",Fishing and aquaculture,Aquaculture,,Group,M,H,M,H,N/A,VH,N/A,H,H,H,M,M,H
,A_3_31,"Agriculture, forestry and fishing",Fishing and aquaculture,Fishing,,Group,H,H,M,H,M,H,N/A,M,ND,H,N/A,M,M
,A_2_22,"Agriculture, forestry and fishing",Forestry and logging,Logging,,Group,H,M,M,ND,VH,VH,N/A,M,N/A,L,VH,M,M
,A_2_21,"Agriculture, forestry and fishing",Forestry and logging,Silviculture and other forestry activities,,Group,H,N/A,ND,N/A,VH,ND,N/A,H,H,L,VH,M,H
,A_2_24,"Agriculture, forestry and fishing",Forestry and logging,Support services to forestry,,Group,M,N/A,M,N/A,L,ND,N/A,M,N/A,L,N/A,M,M
,A_2_23,"Agriculture, forestry and fishing",Forestry and logging,Gathering of non-wood forest products,,Group,VL,N/A,N/A,N/A,N/A,VH,N/A,N/A,ND,H,N/A,M,VL
,A_1_12,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Growing of perennial crops,,Group,M,H,M,N/A,M,ND,N/A,H,H,H,H,H,H
,A_1_11_111,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Growing of non-perennial crops,"Growing of cereals (except rice), leguminous crops and oil seeds",Class,M,M,M,N/A,H,ND,N/A,H,VH,H,H,VH,VH
,A_1_13,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Plant propagation,,Group,M,H,M,N/A,M,ND,N/A,H,H,H,H,VH,H
,A_1_16_163,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Support activities to agriculture and post-harvest crop activities,Post-harvest crop activities,Class,M,N/A,H,N/A,H,ND,N/A,N/A,ND,H,H,VH,L
,A_1_16_164,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Support activities to agriculture and post-harvest crop activities,Seed processing for propagation,Class,M,N/A,H,N/A,H,ND,N/A,ND,ND,L,H,VH,M
,A_1_16_161,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Support activities to agriculture and post-harvest crop activities,Support activities for crop production,Class,M,N/A,H,N/A,H,ND,N/A,M,VH,H,H,VH,M
,A_1_16_162,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Support activities to agriculture and post-harvest crop activities,Support activities for animal production,Class,M,N/A,H,N/A,H,ND,N/A,M,VH,H,H,H,L
,A_1_11_112,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Growing of non-perennial crops,Growing of rice ,Class,M,H,H,N/A,H,ND,N/A,H,H,H,H,VH,M
,A_1_11_113,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Growing of non-perennial crops,"Growing of vegetables and melons, roots and tubers",Class,M,H,M,N/A,M,ND,N/A,H,H,H,H,H,M
,A_1_11_114,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Growing of non-perennial crops,Growing of sugar cane,Class,M,H,H,N/A,H,ND,N/A,H,H,H,H,VH,M
,A_1_11_115,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Growing of non-perennial crops,Growing of tobacco,Class,M,H,M,N/A,M,ND,N/A,H,H,H,H,VH,M
,A_1_11_116,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Growing of non-perennial crops,Growing of fibre crops,Class,M,H,M,N/A,H,ND,N/A,H,H,H,H,H,M
,A_1_11_119,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Growing of non-perennial crops,Growing of other non-perennial crops ,Class,M,H,M,N/A,M,ND,N/A,H,H,H,H,VH,M
,A_1_15,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Mixed farming,,Group,M,M,H,N/A,H,ND,N/A,H,VH,H,H,H,M
,A_1_14_141,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Animal production,Raising of cattle and buffaloes,Class,M,H,H,N/A,H,ND,N/A,H,H,VH,VH,H,H
,A_1_14_142,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Animal production,Raising of horses and other equines,Class,M,H,H,N/A,H,ND,N/A,H,H,H,H,H,M
,A_1_14_143,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Animal production,Raising of camels and camelids,Class,M,N/A,H,N/A,H,ND,N/A,H,H,H,H,H,M
,A_1_14_144,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Animal production,Raising of sheep and goats,Class,M,H,H,N/A,H,ND,N/A,H,H,H,H,H,M
,A_1_14_149,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Animal production,Raising of other animals,Class,M,H,H,N/A,H,ND,N/A,H,H,H,H,H,M
,A_1_14_145,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Animal production,Raising of swine/pigs,Class,M,N/A,M,N/A,H,ND,N/A,H,H,H,H,H,M
,A_1_14_146,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Animal production,Raising of poultry,Class,M,N/A,M,N/A,H,ND,N/A,H,H,H,H,H,M
,A_1_17,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities","Hunting, trapping and related service activities",,Group,M,VL,L,N/A,N/A,H,N/A,N/A,ND,L,N/A,L,M
,B_8_81,Mining and quarrying,Other mining and quarrying,"Quarrying of stone, sand and clay",,Group,H,H,H,H,H,ND,VH,H,ND,L,M,M,VL
,B_6_61,Mining and quarrying,Extraction of crude petroleum and natural gas,Extraction of crude petroleum,,Group,VH,VH,H,VH,M,N/A,N/A,VH,N/A,L,L,L,L
,B_6_62,Mining and quarrying,Extraction of crude petroleum and natural gas,Extraction of natural gas,,Group,H,H,H,H,H,N/A,N/A,H,N/A,M,L,M,VL
,B_7_71,Mining and quarrying,Mining of metal ores,Mining of iron ores,,Group,H,H,M,H,M,N/A,H,H,ND,VH,M,L,VL
,B_8_89,Mining and quarrying,Other mining and quarrying,Mining and quarrying n.e.c.,,Group,H,H,H,H,H,N/A,M,H,ND,M,M,M,VL
,B_5_51,Mining and quarrying,Mining of coal and lignite,Mining of hard coal,,Group,H,H,VH,ND,H,N/A,N/A,H,ND,M,M,M,VL
,B_5_52,Mining and quarrying,Mining of coal and lignite,Mining of lignite,,Group,H,H,VH,ND,H,N/A,N/A,H,ND,M,M,M,VL
,B_7_72,Mining and quarrying,Mining of metal ores,Mining of non-ferrous metal ores,,Group,VH,VH,M,VH,H,N/A,H,VH,ND,H,M,M,L
,B_9_99,Mining and quarrying,Mining support service activities,Support activities for other mining and quarrying,,Group,VH,M,H,ND,H,N/A,M,VH,ND,M,M,M,L
,B_9_91,Mining and quarrying,Mining support service activities,Support activities for petroleum and natural gas extraction,,Group,VH,M,M,M,M,N/A,N/A,VH,N/A,L,L,L,VL
,C_11_110_1101,Manufacturing,Manufacture of beverages,Manufacture of beverages,"Distilling, rectifying and blending of spirits",Class,ND,N/A,L,N/A,L,N/A,N/A,VL,M,M,L,M,ND
,C_11_110_1103,Manufacturing,Manufacture of beverages,Manufacture of beverages,Manufacture of malt liquors and malt,Class,M,N/A,L,N/A,L,N/A,N/A,VL,M,M,L,M,ND
,C_11_110_1102,Manufacturing,Manufacture of beverages,Manufacture of beverages,Manufacture of wines,Class,M,N/A,L,N/A,L,N/A,N/A,VL,M,M,L,M,ND
,C_24_243,Manufacturing,Manufacture of basic metals,Casting of metals,,Group,H,N/A,M,N/A,M,N/A,N/A,H,M,L,L,L,N/A
,C_24_242,Manufacturing,Manufacture of basic metals,Manufacture of basic precious and other non-ferrous metals,,Group,VH,N/A,M,N/A,H,N/A,N/A,VH,M,M,L,L,N/A
,C_20_203,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of man-made fibres,,Group,M,N/A,M,N/A,M,N/A,N/A,M,N/A,M,L,M,N/A
,C_20_202,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of other chemical products,,Group,VH,N/A,M,N/A,M,N/A,N/A,VH,N/A,M,L,M,N/A
,C_22_221,Manufacturing,Manufacture of rubber and plastics products,Manufacture of rubber products,,Group,M,N/A,M,N/A,M,N/A,N/A,M,N/A,M,L,L,ND
,C_20_201_2011,Manufacturing,Manufacture of chemicals and chemical products,"Manufacture of basic chemicals, fertilizers and nitrogen compounds, plastics and synthetic rubber in primary forms",Manufacture of basic chemicals,Class,VH,N/A,M,N/A,M,N/A,N/A,VH,N/A,M,L,M,N/A
,C_20_201_2013,Manufacturing,Manufacture of chemicals and chemical products,"Manufacture of basic chemicals, fertilizers and nitrogen compounds, plastics and synthetic rubber in primary forms",Manufacture of plastics and synthetic rubber in primary forms,Class,VH,N/A,M,N/A,M,N/A,N/A,VH,N/A,M,L,H,N/A
,C_20_201_2012,Manufacturing,Manufacture of chemicals and chemical products,"Manufacture of basic chemicals, fertilizers and nitrogen compounds, plastics and synthetic rubber in primary forms",Manufacture of fertilizers and nitrogen compounds,Class,VH,N/A,M,N/A,M,N/A,N/A,VH,VH,M,L,M,N/A
,C_22_222,Manufacturing,Manufacture of rubber and plastics products,Manufacture of plastics products,,Group,M,N/A,M,N/A,M,N/A,N/A,VH,N/A,M,L,L,N/A
,C_18_181,Manufacturing,Printing and reproduction of recorded media,Printing and service activities related to printing,,Group,ND,N/A,L,N/A,L,N/A,N/A,M,N/A,L,ND,L,N/A
,C_27_272,Manufacturing,Manufacture of electrical equipment,Manufacture of batteries and accumulators,,Group,M,N/A,VL,N/A,L,N/A,N/A,H,N/A,L,L,L,N/A
,C_26_263,Manufacturing,"Manufacture of computer, electronic and optical products",Manufacture of communication equipment,,Group,M,N/A,VL,N/A,L,N/A,N/A,H,N/A,L,L,L,N/A
,C_26_262,Manufacturing,"Manufacture of computer, electronic and optical products",Manufacture of computers and peripheral equipment,,Group,M,N/A,VL,N/A,L,N/A,N/A,H,N/A,L,L,L,N/A
,C_26_264,Manufacturing,"Manufacture of computer, electronic and optical products",Manufacture of consumer electronics,,Group,M,N/A,M,N/A,M,N/A,N/A,H,N/A,L,L,M,N/A
,C_27_274,Manufacturing,Manufacture of electrical equipment,Manufacture of electric lighting equipment,,Group,M,N/A,VL,N/A,L,N/A,N/A,H,N/A,L,L,L,N/A
,C_27_271,Manufacturing,Manufacture of electrical equipment,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",,Group,M,N/A,VL,N/A,L,N/A,N/A,H,N/A,L,L,L,N/A
,C_26_261,Manufacturing,"Manufacture of computer, electronic and optical products",Manufacture of electronic components and boards,,Group,M,N/A,VL,N/A,L,N/A,N/A,H,N/A,L,L,L,N/A
,C_27_273,Manufacturing,Manufacture of electrical equipment,Manufacture of wiring and wiring devices,,Group,M,N/A,VL,N/A,L,N/A,N/A,M,N/A,L,L,L,N/A
,C_26_268,Manufacturing,"Manufacture of computer, electronic and optical products",Manufacture of magnetic and optical media,,Group,M,N/A,M,N/A,H,N/A,N/A,M,N/A,L,L,M,N/A
,C_26_265,Manufacturing,"Manufacture of computer, electronic and optical products","Manufacture of measuring, testing, navigating and control equipment; watches and clocks",,Group,M,N/A,M,N/A,H,N/A,N/A,M,N/A,L,L,M,N/A
,C_26_267,Manufacturing,"Manufacture of computer, electronic and optical products",Manufacture of optical instruments and photographic equipment,,Group,M,N/A,M,N/A,H,N/A,N/A,M,N/A,L,L,M,N/A
,C_27_279,Manufacturing,Manufacture of electrical equipment,Manufacture of other electrical equipment,,Group,M,N/A,VL,N/A,L,N/A,N/A,H,N/A,L,L,L,N/A
,C_15_152,Manufacturing,Manufacture of leather and related products,Manufacture of footwear,,Group,M,N/A,L,N/A,M,N/A,N/A,M,N/A,M,L,M,N/A
,C_23_231,Manufacturing,Manufacture of other non-metallic mineral products,Manufacture of glass and glass products,,Group,M,N/A,M,N/A,M,N/A,N/A,ND,N/A,M,L,M,N/A
,C_23_239,Manufacturing,Manufacture of other non-metallic mineral products,Manufacture of non-metallic mineral products n.e.c.,,Group,M,M,H,N/A,H,N/A,N/A,VH,M,M,L,M,N/A
,C_26_266,Manufacturing,"Manufacture of computer, electronic and optical products","Manufacture of irradiation, electromedical and electrotherapeutic equipment",,Group,M,N/A,M,N/A,H,N/A,N/A,M,N/A,L,L,M,N/A
,C_32_325,Manufacturing,Other manufacturing,Manufacture of medical and dental instruments and supplies,,Group,ND,N/A,M,N/A,H,N/A,N/A,M,N/A,L,ND,M,N/A
,C_25_259,Manufacturing,"Manufacture of fabricated metal products, except machinery and equipment",Manufacture of other fabricated metal products; metalworking service activities,,Group,M,N/A,L,N/A,L,N/A,N/A,VH,N/A,L,L,M,N/A
,C_32_329,Manufacturing,Other manufacturing,Other manufacturing n.e.c.,,Group,M,N/A,M,N/A,H,N/A,N/A,H,N/A,L,L,M,N/A
,C_25_251,Manufacturing,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of structural metal products, tanks, reservoirs and steam generators",,Group,M,N/A,L,N/A,L,N/A,N/A,M,N/A,L,L,M,N/A
,C_33_332,Manufacturing,Repair and installation of machinery and equipment,Installation of industrial machinery and equipment,,Group,VH,N/A,M,M,M,N/A,N/A,L,N/A,L,L,M,L
,C_18_182,Manufacturing,Printing and reproduction of recorded media,Reproduction of recorded media,,Group,M,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,L,ND,L,N/A
,C_33_331,Manufacturing,Repair and installation of machinery and equipment,"Repair of fabricated metal products, machinery and equipment",,Group,M,N/A,L,L,M,N/A,N/A,M,N/A,L,L,M,N/A
,C_24_241,Manufacturing,Manufacture of basic metals,Manufacture of basic iron and steel,,Group,VH,N/A,H,N/A,H,N/A,N/A,VH,N/A,M,L,M,N/A
,C_32_321,Manufacturing,Other manufacturing,"Manufacture of jewellery, bijouterie and related articles",,Group,M,N/A,M,N/A,H,N/A,N/A,M,N/A,L,L,M,N/A
,C_21_210,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",,Group,M,N/A,M,N/A,M,N/A,N/A,M,M,M,L,M,ND
,C_30_301,Manufacturing,Manufacture of other transport equipment,Building of ships and boats,,Group,H,N/A,L,N/A,L,N/A,N/A,H,N/A,L,ND,L,ND
,C_30_303,Manufacturing,Manufacture of other transport equipment,Manufacture of air and spacecraft and related machinery,,Group,H,N/A,L,N/A,L,N/A,N/A,H,N/A,L,L,L,ND
,C_28_281,Manufacturing,Manufacture of machinery and equipment n.e.c.,Manufacture of general-purpose machinery,,Group,M,N/A,L,N/A,M,N/A,N/A,M,N/A,L,L,M,N/A
,C_28_282,Manufacturing,Manufacture of machinery and equipment n.e.c.,Manufacture of special-purpose machinery,,Group,M,N/A,L,N/A,L,N/A,N/A,M,N/A,L,L,M,N/A
,C_29_292,Manufacturing,"Manufacture of motor vehicles, trailers and semi-trailers",Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,,Group,M,N/A,VL,N/A,L,N/A,N/A,M,N/A,L,L,L,N/A
,C_27_275,Manufacturing,Manufacture of electrical equipment,Manufacture of domestic appliances,,Group,M,N/A,L,N/A,L,N/A,N/A,M,N/A,L,L,M,N/A
,C_31_310,Manufacturing,Manufacture of furniture,Manufacture of furniture,,Group,M,N/A,M,N/A,H,N/A,N/A,H,N/A,L,L,M,N/A
,C_30_304,Manufacturing,Manufacture of other transport equipment,Manufacture of military fighting vehicles,,Group,H,N/A,L,N/A,L,N/A,N/A,M,N/A,L,L,L,ND
,C_29_291,Manufacturing,"Manufacture of motor vehicles, trailers and semi-trailers",Manufacture of motor vehicles,,Group,VH,N/A,VL,N/A,L,N/A,N/A,M,N/A,L,L,L,N/A
,C_30_309,Manufacturing,Manufacture of other transport equipment,Manufacture of transport equipment n.e.c.,,Group,M,N/A,VL,N/A,L,N/A,N/A,M,N/A,L,L,L,ND
,C_29_293,Manufacturing,"Manufacture of motor vehicles, trailers and semi-trailers",Manufacture of parts and accessories for motor vehicles,,Group,M,N/A,VL,N/A,L,N/A,N/A,M,N/A,L,L,L,N/A
,C_30_302,Manufacturing,Manufacture of other transport equipment,Manufacture of railway locomotives and rolling stock,,Group,H,N/A,L,N/A,L,N/A,N/A,M,N/A,L,L,L,ND
,C_25_252,Manufacturing,"Manufacture of fabricated metal products, except machinery and equipment",Manufacture of weapons and ammunition,,Group,M,N/A,L,N/A,L,N/A,N/A,M,N/A,L,L,M,N/A
,C_13_131,Manufacturing,Manufacture of textiles,"Spinning, weaving and finishing of textiles",,Group,M,N/A,L,N/A,M,N/A,N/A,M,M,M,L,M,N/A
,C_13_139,Manufacturing,Manufacture of textiles,Manufacture of other textiles,,Group,M,N/A,L,N/A,M,N/A,N/A,M,M,M,L,M,N/A
,C_14_143,Manufacturing,Manufacture of wearing apparel,Manufacture of knitted and crocheted apparel,,Group,M,N/A,L,N/A,M,N/A,N/A,M,N/A,M,L,M,N/A
,C_19_192,Manufacturing,Manufacture of coke and refined petroleum products,Manufacture of refined petroleum products,,Group,VH,N/A,M,N/A,H,N/A,N/A,VH,N/A,M,L,L,N/A
,C_17_170,Manufacturing,Manufacture of paper and paper products,Manufacture of paper and paper products,,Group,M,N/A,M,N/A,H,N/A,N/A,M,N/A,H,L,M,N/A
,C_11_110_1104,Manufacturing,Manufacture of beverages,Manufacture of beverages,Manufacture of soft drinks; production of mineral waters and other bottled waters,Class,M,N/A,L,N/A,L,N/A,N/A,M,H,M,L,M,ND
,C_10_107,Manufacturing,Manufacture of food products,Manufacture of other food products,,Group,M,N/A,L,N/A,L,N/A,N/A,M,ND,M,L,M,ND
,C_10_105,Manufacturing,Manufacture of food products,Manufacture of dairy products,,Group,M,N/A,L,N/A,L,M,N/A,M,ND,M,L,M,N/A
,C_10_106,Manufacturing,Manufacture of food products,"Manufacture of grain mill products, starches and starch products",,Group,M,N/A,L,N/A,M,N/A,N/A,M,ND,M,L,M,ND
,C_10_108,Manufacturing,Manufacture of food products,Manufacture of prepared animal feeds,,Group,M,N/A,L,N/A,L,N/A,N/A,M,M,M,L,M,ND
,C_10_104,Manufacturing,Manufacture of food products,Manufacture of vegetable and animal oils and fats,Manufacture of vegetable and animal oils and fats,Group,M,N/A,L,N/A,M,N/A,N/A,M,H,M,L,M,ND
,C_10_102,Manufacturing,Manufacture of food products,"Processing and preserving of fish, crustaceans and molluscs","Processing and preserving of fish, crustaceans and molluscs",Group,M,N/A,L,N/A,L,N/A,N/A,M,VH,M,L,M,ND
,C_10_103,Manufacturing,Manufacture of food products,Processing and preserving of fruit and vegetables,Processing and preserving of fruit and vegetables,Group,M,N/A,L,N/A,L,L,N/A,N/A,ND,M,L,M,ND
,C_10_101,Manufacturing,Manufacture of food products,Processing and preserving of meat,Processing and preserving of meat,Group,M,N/A,M,N/A,M,N/A,N/A,M,VH,M,L,M,ND
,C_16_162,Manufacturing,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Manufacture of products of wood, cork, straw and plaiting materials",,Group,H,N/A,M,N/A,M,N/A,N/A,M,N/A,M,L,M,ND
,C_16_161,Manufacturing,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Sawmilling and planing of wood,,Group,M,N/A,M,N/A,M,N/A,N/A,VL,N/A,M,L,M,ND
,C_32_324,Manufacturing,Other manufacturing,Manufacture of games and toys,,Group,M,N/A,M,N/A,H,N/A,N/A,M,N/A,L,L,M,N/A
,C_32_322,Manufacturing,Other manufacturing,Manufacture of musical instruments,,Group,ND,N/A,M,N/A,H,N/A,N/A,M,N/A,L,L,M,N/A
,C_32_323,Manufacturing,Other manufacturing,Manufacture of sports goods,,Group,M,N/A,M,N/A,H,N/A,N/A,M,N/A,L,L,M,N/A
,C_15_151,Manufacturing,Manufacture of leather and related products,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery and harness; dressing and dyeing of fur",,Group,M,N/A,L,N/A,M,N/A,N/A,H,M,M,L,M,N/A
,C_14_142,Manufacturing,Manufacture of wearing apparel,Manufacture of articles of fur,,Group,M,N/A,L,N/A,L,N/A,N/A,M,N/A,M,L,M,N/A
,C_14_141,Manufacturing,Manufacture of wearing apparel,"Manufacture of wearing apparel, except fur apparel",,Group,M,N/A,L,N/A,L,N/A,N/A,M,N/A,M,L,M,N/A
,C_12_120,Manufacturing,Manufacture of tobacco products,Manufacture of tobacco products,,Group,M,N/A,L,N/A,M,N/A,N/A,H,H,M,L,M,ND
,D_35_351,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply","Electric power generation, transmission and distribution",Biomass energy production,Class,H,ND,H,N/A,H,M,N/A,M,M,H,H,M,N/A
,D_35_352,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply",Manufacture of gas; distribution of gaseous fuels through mains,,Group,M,M,H,N/A,M,N/A,N/A,VH,N/A,L,M,L,N/A
,D_35_351,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply","Electric power generation, transmission and distribution",Geothermal energy production,Class,M,ND,M,N/A,H,N/A,N/A,M,N/A,VL,L,M,N/A
,D_35_351,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply","Electric power generation, transmission and distribution",Hydropower energy production,Class,H,H,L,N/A,N/A,N/A,N/A,ND,N/A,L,M,L,N/A
,D_35_351,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply","Electric power generation, transmission and distribution",Fossil fuels energy production,Class,VH,M,VH,ND,VH,N/A,N/A,VH,N/A,H,M,M,N/A
,D_35_351,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply","Electric power generation, transmission and distribution",Ocean energy production,Class,M,N/A,VL,M,VL,N/A,N/A,VL,N/A,L,L,VL,N/A
,D_35_351,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply","Electric power generation, transmission and distribution",Nuclear power production,Class,M,M,VL,N/A,L,N/A,N/A,M,N/A,H,M,M,N/A
,D_35_351,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply","Electric power generation, transmission and distribution",Solar energy production,Class,VL,N/A,ND,N/A,N/A,N/A,N/A,VL,N/A,VL,L,L,N/A
,D_35_353,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply",Steam and air conditioning supply,,Group,N/A,VL,VH,N/A,VH,N/A,N/A,VL,N/A,H,ND,M,N/A
,D_35_351,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply","Electric power generation, transmission and distribution",Wind energy production,Class,M,N/A,N/A,M,N/A,N/A,N/A,VL,N/A,VL,H,L,N/A
,E_38_381,"Water supply; sewerage, waste management and remediation activities","Waste collection, treatment and disposal activities; materials recovery",Waste collection,,Group,H,N/A,H,ND,M,N/A,N/A,M,M,M,M,M,M
,E_38_383,"Water supply; sewerage, waste management and remediation activities","Waste collection, treatment and disposal activities; materials recovery",Materials recovery,,Group,H,N/A,M,ND,M,N/A,N/A,M,N/A,M,M,M,M
,E_39_390,"Water supply; sewerage, waste management and remediation activities",Remediation activities and other waste management services,Remediation activities and other waste management services,,Group,H,ND,H,ND,M,N/A,N/A,M,M,M,M,M,M
,E_37_370,"Water supply; sewerage, waste management and remediation activities",Sewerage,Sewerage,,Group,VH,M,H,M,L,N/A,N/A,VH,VH,M,L,L,VH
,E_38_382,"Water supply; sewerage, waste management and remediation activities","Waste collection, treatment and disposal activities; materials recovery",Waste treatment and disposal,,Group,H,ND,H,ND,M,N/A,N/A,H,H,M,M,M,M
,E_36_360,"Water supply; sewerage, waste management and remediation activities","Water collection, treatment and supply","Water collection, treatment and supply",,Group,M,H,M,ND,M,N/A,N/A,M,N/A,L,H,L,N/A
,F_41_410,Construction,Construction of buildings,Construction of buildings,,Group,VH,M,H,M,L,N/A,N/A,H,N/A,M,L,L,L
,F_42_429,Construction,Civil engineering,Construction of other civil engineering projects,,Group,VH,VH,M,M,L,N/A,N/A,H,N/A,M,L,L,L
,F_42_421,Construction,Civil engineering,Construction of roads and railways,,Group,VH,M,M,M,L,N/A,N/A,H,N/A,M,L,L,L
,F_43_439,Construction,Specialized construction activities,Other specialized construction activities,,Group,VH,M,M,M,L,N/A,N/A,H,N/A,M,L,L,L
,F_43_433,Construction,Specialized construction activities,Building completion and finishing,,Group,M,N/A,M,N/A,L,N/A,N/A,H,N/A,M,ND,L,L
,F_42_422,Construction,Civil engineering,Construction of utility projects,,Group,VH,VH,M,M,L,N/A,N/A,H,N/A,M,L,L,L
,F_43_431,Construction,Specialized construction activities,Demolition and site preparation,,Group,VH,M,M,M,L,N/A,N/A,H,N/A,M,L,L,L
,F_43_432,Construction,Specialized construction activities,"Electrical, plumbing and other construction installation activities",,Group,M,L,M,M,L,N/A,N/A,M,N/A,M,L,L,L
,G_45_453,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale and retail trade and repair of motor vehicles and motorcycles,Sale of motor vehicle parts and accessories,,Group,L,N/A,M,N/A,L,N/A,N/A,L,N/A,VL,L,M,ND
,G_46_465,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of machinery, equipment and supplies",,Group,L,N/A,M,N/A,L,N/A,N/A,L,N/A,VL,L,M,ND
